request_id,app_id,point_x,point_y,entry_node,node_1,node_2,node_3,propagation_ms,processing_ms,latency_max_ms,slo_violation,total_ms,status
880,APP-COM,3.918428,6.122056,UAV-031,UAV-031,UAV-007,UAV-284,2463.475439,120.000000,1600.000000,YES,2583.475439,OK
881,APP-COM,0.134003,6.039416,UAV-020,UAV-056,UAV-241,UAV-054,3045.230264,120.000000,1600.000000,YES,3165.230264,OK
882,APP-COM,2.938753,6.216886,UAV-031,UAV-031,UAV-029,UAV-287,2327.079828,120.000000,1600.000000,YES,2447.079828,OK
883,APP-COM,1.830137,7.576237,UAV-025,UAV-070,UAV-071,UAV-232,3016.806908,120.000000,1600.000000,YES,3136.806908,OK
884,APP-COM,1.776088,6.641434,UAV-020,UAV-296,UAV-068,UAV-232,3244.107033,120.000000,1600.000000,YES,3364.107033,OK
885,APP-COM,1.539021,7.010572,UAV-025,UAV-196,UAV-067,UAV-037,2961.433344,120.000000,1600.000000,YES,3081.433344,OK
886,APP-COM,4.522579,6.811635,UAV-233,UAV-031,UAV-060,UAV-054,3536.029218,120.000000,1600.000000,YES,3656.029218,OK
887,APP-COM,3.620901,7.027096,UAV-233,UAV-031,UAV-083,UAV-090,3454.081666,120.000000,1600.000000,YES,3574.081666,OK
888,APP-COM,2.867889,7.982632,UAV-025,UAV-297,UAV-083,UAV-302,3314.601738,120.000000,1600.000000,YES,3434.601738,OK
889,APP-COM,0.896870,6.748966,UAV-020,UAV-298,UAV-071,UAV-065,3215.487506,120.000000,1600.000000,YES,3335.487506,OK
890,APP-COM,3.365133,7.536109,UAV-233,UAV-031,UAV-006,UAV-224,3297.860539,120.000000,1600.000000,YES,3417.860539,OK
891,APP-COM,2.901868,6.528774,UAV-233,UAV-031,UAV-007,UAV-284,3630.217217,120.000000,1600.000000,YES,3750.217217,OK
892,APP-COM,2.848636,6.983350,UAV-233,UAV-031,UAV-005,UAV-224,3467.855814,120.000000,1600.000000,YES,3587.855814,OK
893,APP-COM,4.182536,6.239638,UAV-031,UAV-031,UAV-005,UAV-223,2360.332166,120.000000,1600.000000,YES,2480.332166,OK
894,APP-COM,2.882897,6.054925,UAV-031,UAV-031,UAV-029,UAV-287,2439.018017,120.000000,1600.000000,YES,2559.018017,OK
895,APP-COM,0.890685,6.065612,UAV-020,UAV-070,UAV-071,UAV-200,3166.989955,120.000000,1600.000000,YES,3286.989955,OK
896,APP-COM,0.841862,6.286816,UAV-020,UAV-199,UAV-060,UAV-232,3453.672248,120.000000,1600.000000,YES,3573.672248,OK
897,APP-COM,3.669362,6.973276,UAV-233,UAV-031,UAV-006,UAV-224,3546.396460,120.000000,1600.000000,YES,3666.396460,OK
898,APP-COM,3.454765,6.942343,UAV-233,UAV-031,UAV-007,UAV-284,3530.053247,120.000000,1600.000000,YES,3650.053247,OK
899,APP-COM,0.519156,7.613096,UAV-019,UAV-201,UAV-068,UAV-284,887.578080,120.000000,1600.000000,NO,1007.578080,OK
900,APP-COM,1.820549,7.930105,UAV-025,UAV-228,UAV-029,UAV-287,3230.720810,120.000000,1600.000000,YES,3350.720810,OK
901,APP-RET,1.987665,6.484308,UAV-020,HAPS-003,HAPS-001,HAPS-003,2830.086540,112.500000,7000.000000,NO,2942.586540,OK
902,APP-RET,4.221190,7.852535,UAV-233,HAPS-003,HAPS-001,HAPS-003,3012.063756,112.500000,7000.000000,NO,3124.563756,OK
903,APP-RET,2.335415,6.495263,UAV-020,HAPS-003,HAPS-001,HAPS-003,3071.134198,112.500000,7000.000000,NO,3183.634198,OK
904,APP-RET,0.386997,6.771056,UAV-020,HAPS-003,HAPS-001,HAPS-003,2920.785752,112.500000,7000.000000,NO,3033.285752,OK
905,APP-RET,3.053587,6.854534,UAV-233,HAPS-003,HAPS-001,HAPS-003,3151.754194,112.500000,7000.000000,NO,3264.254194,OK
906,APP-RET,3.981018,6.396818,UAV-031,HAPS-003,HAPS-001,HAPS-003,2379.609402,112.500000,7000.000000,NO,2492.109402,OK
907,APP-RET,0.053052,6.642773,UAV-013,HAPS-003,HAPS-001,HAPS-003,626.035289,112.500000,7000.000000,NO,738.535289,OK
908,APP-RET,1.984954,6.537044,UAV-020,HAPS-003,HAPS-001,HAPS-003,3181.802669,112.500000,7000.000000,NO,3294.302669,OK
909,APP-RET,4.361623,6.170055,UAV-031,HAPS-001,HAPS-001,HAPS-003,2315.706894,112.500000,7000.000000,NO,2428.206894,OK
910,APP-RET,3.366439,6.970437,UAV-233,HAPS-003,HAPS-001,HAPS-003,2885.697968,112.500000,7000.000000,NO,2998.197968,OK
911,APP-RET,3.557118,7.363140,UAV-233,HAPS-003,HAPS-001,HAPS-003,3363.326866,112.500000,7000.000000,NO,3475.826866,OK
912,APP-RET,0.653703,7.696173,UAV-025,HAPS-003,HAPS-001,HAPS-003,2862.167087,112.500000,7000.000000,NO,2974.667087,OK
913,APP-RET,2.392034,7.857769,UAV-025,HAPS-003,HAPS-001,HAPS-003,2949.000815,112.500000,7000.000000,NO,3061.500815,OK
914,APP-RET,4.645467,7.681305,UAV-233,HAPS-003,HAPS-001,HAPS-003,3100.682270,112.500000,7000.000000,NO,3213.182270,OK
915,APP-RET,2.798130,6.469800,UAV-031,HAPS-001,HAPS-001,HAPS-003,2131.599969,112.500000,7000.000000,NO,2244.099969,OK
916,APP-RET,1.961827,7.271019,UAV-025,HAPS-003,HAPS-001,HAPS-003,2974.189413,112.500000,7000.000000,NO,3086.689413,OK
917,APP-RET,2.588332,7.084189,UAV-025,HAPS-003,HAPS-001,HAPS-003,2834.048206,112.500000,7000.000000,NO,2946.548206,OK
918,APP-RET,0.715602,7.997537,UAV-019,HAPS-003,HAPS-001,HAPS-003,541.959974,112.500000,7000.000000,NO,654.459974,OK
919,APP-RET,3.093959,7.120629,UAV-233,HAPS-003,HAPS-001,HAPS-003,3098.693247,112.500000,7000.000000,NO,3211.193247,OK
920,APP-RET,2.361358,6.899149,UAV-025,HAPS-003,HAPS-001,HAPS-003,2934.687176,112.500000,7000.000000,NO,3047.187176,OK
921,APP-RET,3.618958,7.006607,UAV-233,HAPS-003,HAPS-001,HAPS-003,3121.883626,112.500000,7000.000000,NO,3234.383626,OK
922,APP-RET,3.053720,7.457869,UAV-233,HAPS-003,HAPS-001,HAPS-003,3280.543088,112.500000,7000.000000,NO,3393.043088,OK
923,APP-RET,1.546876,7.358093,UAV-025,HAPS-003,HAPS-001,HAPS-003,3166.598977,112.500000,7000.000000,NO,3279.098977,OK
924,APP-RET,0.524084,7.819957,UAV-019,HAPS-003,HAPS-001,HAPS-003,552.005280,112.500000,7000.000000,NO,664.505280,OK
925,APP-RET,2.998994,7.122614,UAV-233,HAPS-003,HAPS-001,HAPS-003,2897.692889,112.500000,7000.000000,NO,3010.192889,OK
926,APP-RET,1.343441,6.604264,UAV-020,HAPS-003,HAPS-001,HAPS-003,2867.931219,112.500000,7000.000000,NO,2980.431219,OK
927,APP-RET,0.669251,7.407475,UAV-020,HAPS-003,HAPS-001,HAPS-003,2858.884195,112.500000,7000.000000,NO,2971.384195,OK
928,APP-RET,0.730030,6.100369,UAV-020,HAPS-003,HAPS-001,HAPS-003,2957.552402,112.500000,7000.000000,NO,3070.052402,OK
929,APP-RET,2.212949,6.722983,UAV-025,HAPS-003,HAPS-001,HAPS-003,3090.984352,112.500000,7000.000000,NO,3203.484352,OK
930,APP-RET,0.021072,6.797961,UAV-013,HAPS-003,HAPS-001,HAPS-003,624.866295,112.500000,7000.000000,NO,737.366295,OK
931,APP-RET,2.126162,7.626693,UAV-025,HAPS-003,HAPS-001,HAPS-003,3130.582585,112.500000,7000.000000,NO,3243.082585,OK
932,APP-RET,2.030521,7.487742,UAV-025,HAPS-003,HAPS-001,HAPS-003,2866.967718,112.500000,7000.000000,NO,2979.467718,OK
933,APP-RET,0.673039,6.007638,UAV-020,HAPS-003,HAPS-001,HAPS-003,3089.324683,112.500000,7000.000000,NO,3201.824683,OK
934,APP-RET,1.648081,6.729891,UAV-020,HAPS-001,HAPS-001,HAPS-003,2928.742196,112.500000,7000.000000,NO,3041.242196,OK
935,APP-RET,4.984479,7.575536,UAV-038,HAPS-003,HAPS-001,HAPS-003,363.864289,112.500000,7000.000000,NO,476.364289,OK
936,APP-RET,3.093312,7.504470,UAV-233,HAPS-003,HAPS-001,HAPS-003,3318.254035,112.500000,7000.000000,NO,3430.754035,OK
937,APP-RET,3.703199,6.275823,UAV-031,HAPS-001,HAPS-001,HAPS-003,2474.535478,112.500000,7000.000000,NO,2587.035478,OK
938,APP-RET,4.237731,6.468993,UAV-031,HAPS-001,HAPS-001,HAPS-003,2465.904731,112.500000,7000.000000,NO,2578.404731,OK
939,APP-RET,0.517936,6.836182,UAV-020,HAPS-003,HAPS-001,HAPS-003,2981.405975,112.500000,7000.000000,NO,3093.905975,OK
940,APP-RET,0.905532,6.197530,UAV-020,HAPS-001,HAPS-001,HAPS-003,2906.961577,112.500000,7000.000000,NO,3019.461577,OK
941,APP-RET,2.397867,7.946574,UAV-025,HAPS-001,HAPS-001,HAPS-003,3052.506456,112.500000,7000.000000,NO,3165.006456,OK
942,APP-RET,1.020012,6.907403,UAV-020,HAPS-001,HAPS-001,HAPS-003,2882.301933,112.500000,7000.000000,NO,2994.801933,OK
943,APP-RET,0.073709,7.471083,UAV-013,HAPS-003,HAPS-001,HAPS-003,657.646545,112.500000,7000.000000,NO,770.146545,OK
944,APP-RET,4.826338,6.635654,UAV-233,HAPS-003,HAPS-001,HAPS-003,2991.579514,112.500000,7000.000000,NO,3104.079514,OK
945,APP-RET,4.815189,7.210891,UAV-233,HAPS-003,HAPS-001,HAPS-003,3434.022700,112.500000,7000.000000,NO,3546.522700,OK
946,APP-RET,1.741184,6.892479,UAV-025,HAPS-001,HAPS-001,HAPS-003,2776.494680,112.500000,7000.000000,NO,2888.994680,OK
947,APP-RET,2.529545,7.798913,UAV-025,HAPS-001,HAPS-001,HAPS-003,2898.816718,112.500000,7000.000000,NO,3011.316718,OK
948,APP-RET,0.735580,6.796120,UAV-020,HAPS-001,HAPS-001,HAPS-003,2879.286411,112.500000,7000.000000,NO,2991.786411,OK
949,APP-RET,3.438749,6.347448,UAV-031,HAPS-001,HAPS-001,HAPS-003,2255.106374,112.500000,7000.000000,NO,2367.606374,OK
950,APP-RET,4.900516,7.513055,UAV-233,HAPS-003,HAPS-001,HAPS-003,3136.684181,112.500000,7000.000000,NO,3249.184181,OK
951,APP-RET,3.025234,6.213557,UAV-031,HAPS-001,HAPS-001,HAPS-003,2189.207344,112.500000,7000.000000,NO,2301.707344,OK
952,APP-RET,2.168092,7.573384,UAV-025,HAPS-001,HAPS-001,HAPS-003,2816.906609,112.500000,7000.000000,NO,2929.406609,OK
953,APP-RET,1.593587,6.482015,UAV-020,HAPS-003,HAPS-001,HAPS-003,3014.294768,112.500000,7000.000000,NO,3126.794768,OK
954,APP-RET,0.391138,6.996311,UAV-020,HAPS-001,HAPS-001,HAPS-003,2763.647962,112.500000,7000.000000,NO,2876.147962,OK
955,APP-RET,0.390520,6.216035,UAV-020,HAPS-001,HAPS-001,HAPS-003,3072.905793,112.500000,7000.000000,NO,3185.405793,OK
956,APP-RET,3.848067,6.280854,UAV-031,HAPS-001,HAPS-001,HAPS-003,2209.050787,112.500000,7000.000000,NO,2321.550787,OK
957,APP-RET,3.064285,6.130367,UAV-031,HAPS-001,HAPS-001,HAPS-003,2331.632668,112.500000,7000.000000,NO,2444.132668,OK
958,APP-RET,1.567608,7.379041,UAV-025,HAPS-003,HAPS-001,HAPS-003,3163.286866,112.500000,7000.000000,NO,3275.786866,OK
959,APP-RET,3.037664,6.287641,UAV-031,HAPS-001,HAPS-001,HAPS-003,2246.972068,112.500000,7000.000000,NO,2359.472068,OK
960,APP-RET,1.955459,6.205614,UAV-020,HAPS-001,HAPS-001,HAPS-003,3118.418332,112.500000,7000.000000,NO,3230.918332,OK
961,APP-RET,3.015029,6.932115,UAV-233,HAPS-001,HAPS-001,HAPS-003,3147.471287,112.500000,7000.000000,NO,3259.971287,OK
962,APP-RET,2.909359,6.178025,UAV-031,HAPS-001,HAPS-001,HAPS-003,2408.829870,112.500000,7000.000000,NO,2521.329870,OK
963,APP-RET,3.656211,6.436136,UAV-031,HAPS-001,HAPS-001,HAPS-003,2230.452290,112.500000,7000.000000,NO,2342.952290,OK
964,APP-RET,0.742845,7.239327,UAV-020,HAPS-003,HAPS-001,HAPS-003,2994.622277,112.500000,7000.000000,NO,3107.122277,OK
965,APP-RET,3.496400,7.342288,UAV-233,HAPS-001,HAPS-001,HAPS-003,2949.788983,112.500000,7000.000000,NO,3062.288983,OK
966,APP-RET,1.809862,7.862345,UAV-025,HAPS-001,HAPS-001,HAPS-003,2972.549532,112.500000,7000.000000,NO,3085.049532,OK
967,APP-RET,1.132911,7.384630,UAV-025,HAPS-001,HAPS-001,HAPS-003,2848.232188,112.500000,7000.000000,NO,2960.732188,OK
968,APP-RET,4.038178,6.741829,UAV-233,HAPS-003,HAPS-001,HAPS-003,3368.303334,112.500000,7000.000000,NO,3480.803334,OK
969,APP-RET,4.626229,7.613577,UAV-233,HAPS-001,HAPS-001,HAPS-003,3138.591390,112.500000,7000.000000,NO,3251.091390,OK
970,APP-RET,2.690595,6.470944,UAV-031,HAPS-001,HAPS-001,HAPS-003,2375.167904,112.500000,7000.000000,NO,2487.667904,OK
971,APP-RET,3.139361,6.242802,UAV-031,HAPS-001,HAPS-001,HAPS-003,2323.400122,112.500000,7000.000000,NO,2435.900122,OK
972,APP-RET,2.829863,6.237426,UAV-031,HAPS-001,HAPS-001,HAPS-003,2366.316336,112.500000,7000.000000,NO,2478.816336,OK
973,APP-RET,2.006899,7.685269,UAV-025,HAPS-001,HAPS-001,HAPS-003,3020.948188,112.500000,7000.000000,NO,3133.448188,OK
974,APP-RET,0.112951,7.556037,UAV-013,HAPS-003,HAPS-001,HAPS-003,713.244874,112.500000,7000.000000,NO,825.744874,OK
975,APP-RET,1.005300,6.502975,UAV-020,HAPS-001,HAPS-001,HAPS-003,2786.934902,112.500000,7000.000000,NO,2899.434902,OK
976,APP-RET,4.822932,7.763050,UAV-233,HAPS-001,HAPS-001,HAPS-003,2965.214954,112.500000,7000.000000,NO,3077.714954,OK
977,APP-RET,3.519965,6.707272,UAV-233,HAPS-001,HAPS-001,HAPS-003,3192.428602,112.500000,7000.000000,NO,3304.928602,OK
978,APP-RET,4.831394,6.560980,UAV-233,HAPS-001,HAPS-001,HAPS-003,3023.556440,112.500000,7000.000000,NO,3136.056440,OK
979,APP-RET,0.249359,6.305880,UAV-020,HAPS-001,HAPS-001,HAPS-003,2886.814663,112.500000,7000.000000,NO,2999.314663,OK
980,APP-RET,0.141900,6.358673,UAV-020,HAPS-001,HAPS-001,HAPS-003,2793.040982,112.500000,7000.000000,NO,2905.540982,OK
981,APP-RET,4.144842,6.891534,UAV-233,HAPS-003,HAPS-001,HAPS-003,2959.573455,112.500000,7000.000000,NO,3072.073455,OK
982,APP-RET,0.938946,7.236067,UAV-020,HAPS-001,HAPS-001,HAPS-003,3157.916986,112.500000,7000.000000,NO,3270.416986,OK
983,APP-RET,4.641318,6.566397,UAV-233,HAPS-001,HAPS-001,HAPS-003,2987.476893,112.500000,7000.000000,NO,3099.976893,OK
984,APP-RET,3.172745,7.088073,UAV-233,HAPS-001,HAPS-001,HAPS-003,3276.003315,112.500000,7000.000000,NO,3388.503315,OK
985,APP-RET,1.454780,6.399661,UAV-020,HAPS-003,HAPS-001,HAPS-003,2933.822699,112.500000,7000.000000,NO,3046.322699,OK
986,APP-RET,3.309127,7.579734,UAV-233,HAPS-001,HAPS-001,HAPS-003,3118.044432,112.500000,7000.000000,NO,3230.544432,OK
987,APP-RET,1.215431,7.990714,UAV-025,HAPS-001,HAPS-001,HAPS-003,2906.581700,112.500000,7000.000000,NO,3019.081700,OK
988,APP-RET,1.019451,7.436587,UAV-025,HAPS-003,HAPS-001,HAPS-003,3219.880924,112.500000,7000.000000,NO,3332.380924,OK
989,APP-RET,4.580123,6.222061,UAV-031,HAPS-001,HAPS-001,HAPS-003,2290.361244,112.500000,7000.000000,NO,2402.861244,OK
990,APP-RET,1.914530,6.033744,UAV-020,HAPS-001,HAPS-001,HAPS-003,2871.711417,112.500000,7000.000000,NO,2984.211417,OK
991,APP-RET,4.957009,7.331608,UAV-233,HAPS-001,HAPS-001,HAPS-003,3056.768712,112.500000,7000.000000,NO,3169.268712,OK
992,APP-RET,0.771257,7.740221,UAV-025,HAPS-001,HAPS-001,HAPS-003,2990.558881,112.500000,7000.000000,NO,3103.058881,OK
993,APP-RET,3.851775,6.280869,UAV-031,HAPS-001,HAPS-001,HAPS-003,2378.876336,112.500000,7000.000000,NO,2491.376336,OK
994,APP-RET,1.548045,7.318712,UAV-025,HAPS-001,HAPS-001,HAPS-003,3055.158595,112.500000,7000.000000,NO,3167.658595,OK
995,APP-RET,0.924083,6.781384,UAV-020,HAPS-001,HAPS-001,HAPS-003,2838.661572,112.500000,7000.000000,NO,2951.161572,OK
996,APP-RET,2.510996,6.524855,UAV-025,HAPS-001,HAPS-001,HAPS-003,2832.121319,112.500000,7000.000000,NO,2944.621319,OK
997,APP-RET,0.050099,6.088783,UAV-020,HAPS-001,HAPS-001,HAPS-003,3000.789855,112.500000,7000.000000,NO,3113.289855,OK
998,APP-RET,1.881539,6.483059,UAV-020,HAPS-003,HAPS-001,HAPS-003,3223.300057,112.500000,7000.000000,NO,3335.800057,OK
999,APP-RET,4.250762,6.961660,UAV-233,HAPS-003,HAPS-001,HAPS-003,3488.223525,112.500000,7000.000000,NO,3600.723525,OK
1000,APP-RET,4.740180,6.590975,UAV-233,HAPS-001,HAPS-001,HAPS-003,3184.503449,112.500000,7000.000000,NO,3297.003449,OK
1001,APP-RET,3.521588,6.470940,UAV-031,HAPS-001,HAPS-001,HAPS-003,2276.654535,112.500000,7000.000000,NO,2389.154535,OK
1002,APP-RET,4.614148,7.963992,UAV-233,HAPS-001,HAPS-001,HAPS-003,3289.170627,112.500000,7000.000000,NO,3401.670627,OK
1003,APP-RET,1.540872,7.698436,UAV-025,HAPS-001,HAPS-001,HAPS-003,2700.252268,112.500000,7000.000000,NO,2812.752268,OK
1004,APP-RET,3.456812,7.710959,UAV-233,HAPS-001,HAPS-001,HAPS-003,3313.791173,112.500000,7000.000000,NO,3426.291173,OK
1005,APP-RET,1.641026,7.224591,UAV-025,HAPS-003,HAPS-001,HAPS-003,3258.547514,112.500000,7000.000000,NO,3371.047514,OK
1006,APP-RET,2.870854,6.052108,UAV-031,HAPS-001,HAPS-001,HAPS-003,2187.153877,112.500000,7000.000000,NO,2299.653877,OK
1007,APP-RET,0.656203,7.523878,UAV-025,HAPS-001,HAPS-001,HAPS-003,2740.465875,112.500000,7000.000000,NO,2852.965875,OK
1008,APP-RET,4.163049,6.653464,UAV-233,HAPS-001,HAPS-001,HAPS-003,3118.253820,112.500000,7000.000000,NO,3230.753820,OK
1009,APP-RET,3.813164,6.852696,UAV-233,HAPS-003,HAPS-001,HAPS-003,3378.256518,112.500000,7000.000000,NO,3490.756518,OK
1010,APP-RET,0.517376,6.774252,UAV-020,HAPS-001,HAPS-001,HAPS-003,2877.947064,112.500000,7000.000000,NO,2990.447064,OK
1011,APP-RET,0.801895,7.706561,UAV-025,HAPS-001,HAPS-001,HAPS-003,2800.500912,112.500000,7000.000000,NO,2913.000912,OK
1012,APP-RET,1.837632,6.795728,UAV-020,HAPS-001,HAPS-001,HAPS-003,2994.596876,112.500000,7000.000000,NO,3107.096876,OK
1013,APP-RET,2.991316,7.166930,UAV-233,HAPS-001,HAPS-001,HAPS-003,3073.247676,112.500000,7000.000000,NO,3185.747676,OK
1014,APP-RET,3.805020,6.855188,UAV-233,HAPS-001,HAPS-001,HAPS-003,3216.697540,112.500000,7000.000000,NO,3329.197540,OK
1015,APP-RET,2.087106,6.584224,UAV-020,HAPS-001,HAPS-001,HAPS-003,2986.896161,112.500000,7000.000000,NO,3099.396161,OK
1016,APP-RET,4.493267,6.646517,UAV-233,HAPS-001,HAPS-001,HAPS-003,3309.197060,112.500000,7000.000000,NO,3421.697060,OK
1017,APP-RET,0.261285,6.927918,UAV-020,HAPS-003,HAPS-001,HAPS-003,3028.234699,112.500000,7000.000000,NO,3140.734699,OK
1018,APP-RET,3.205813,6.626031,UAV-233,HAPS-001,HAPS-001,HAPS-003,3136.234201,112.500000,7000.000000,NO,3248.734201,OK
1019,APP-RET,2.123756,6.755808,UAV-025,HAPS-001,HAPS-001,HAPS-003,2847.634915,112.500000,7000.000000,NO,2960.134915,OK
1020,APP-RET,3.443209,6.814464,UAV-233,HAPS-003,HAPS-001,HAPS-003,3484.419476,112.500000,7000.000000,NO,3596.919476,OK
1021,APP-RET,2.522654,6.063325,UAV-031,HAPS-001,HAPS-001,HAPS-003,2435.786016,112.500000,7000.000000,NO,2548.286016,OK
1022,APP-RET,0.813804,7.278796,UAV-020,HAPS-001,HAPS-001,HAPS-003,3037.171722,112.500000,7000.000000,NO,3149.671722,OK
1023,APP-RET,0.872791,7.634032,UAV-025,HAPS-001,HAPS-001,HAPS-003,2994.813334,112.500000,7000.000000,NO,3107.313334,OK
1024,APP-RET,2.463047,6.486962,UAV-020,HAPS-001,HAPS-001,HAPS-003,2808.219976,112.500000,7000.000000,NO,2920.719976,OK
1025,APP-RET,3.150226,6.630229,UAV-233,HAPS-001,HAPS-001,HAPS-003,3266.820896,112.500000,7000.000000,NO,3379.320896,OK
1026,APP-RET,1.201997,7.969672,UAV-025,HAPS-003,HAPS-001,HAPS-003,3190.487044,112.500000,7000.000000,NO,3302.987044,OK
1027,APP-RET,2.852403,7.254631,UAV-025,HAPS-001,HAPS-001,HAPS-003,2935.520888,112.500000,7000.000000,NO,3048.020888,OK
1028,APP-RET,4.611242,7.290257,UAV-233,HAPS-001,HAPS-001,HAPS-003,3150.125779,112.500000,7000.000000,NO,3262.625779,OK
1029,APP-RET,0.648748,6.014029,UAV-020,HAPS-001,HAPS-001,HAPS-003,2946.707361,112.500000,7000.000000,NO,3059.207361,OK
1030,APP-RET,3.830732,6.245001,UAV-031,HAPS-001,HAPS-001,HAPS-003,2297.293326,112.500000,7000.000000,NO,2409.793326,OK
1031,APP-RET,3.589950,7.858639,UAV-233,HAPS-001,HAPS-001,HAPS-003,3160.127391,112.500000,7000.000000,NO,3272.627391,OK
1032,APP-RET,3.175556,6.203982,UAV-031,HAPS-001,HAPS-001,HAPS-003,2543.250666,112.500000,7000.000000,NO,2655.750666,OK
1033,APP-RET,2.453759,7.553085,UAV-025,HAPS-001,HAPS-001,HAPS-003,3129.584517,112.500000,7000.000000,NO,3242.084517,OK
1034,APP-RET,0.082393,6.599375,UAV-020,HAPS-001,HAPS-001,HAPS-003,2993.892450,112.500000,7000.000000,NO,3106.392450,OK
1035,APP-RET,4.631094,6.814132,UAV-233,HAPS-001,HAPS-001,HAPS-003,2959.007248,112.500000,7000.000000,NO,3071.507248,OK
1036,APP-RET,1.866326,6.238861,UAV-020,HAPS-003,HAPS-001,HAPS-003,2962.784377,112.500000,7000.000000,NO,3075.284377,OK
1037,APP-RET,2.329377,6.004455,UAV-020,HAPS-001,HAPS-001,HAPS-003,3044.456273,112.500000,7000.000000,NO,3156.956273,OK
1038,APP-RET,4.288076,6.803846,UAV-233,HAPS-003,HAPS-001,HAPS-003,3207.933712,112.500000,7000.000000,NO,3320.433712,OK
1039,APP-RET,4.085729,6.525109,UAV-233,HAPS-001,HAPS-001,HAPS-003,3149.724756,112.500000,7000.000000,NO,3262.224756,OK
1040,APP-RET,4.148855,7.076191,UAV-233,HAPS-001,HAPS-001,HAPS-003,3185.543237,112.500000,7000.000000,NO,3298.043237,OK
1041,APP-RET,0.682322,7.198100,UAV-020,HAPS-001,HAPS-001,HAPS-003,3215.182056,112.500000,7000.000000,NO,3327.682056,OK
1042,APP-RET,2.174809,6.041688,UAV-020,HAPS-001,HAPS-001,HAPS-003,2809.816670,112.500000,7000.000000,NO,2922.316670,OK
1043,APP-RET,4.071279,7.316043,UAV-233,HAPS-001,HAPS-001,HAPS-003,3226.353272,112.500000,7000.000000,NO,3338.853272,OK
1044,APP-RET,2.917688,6.668655,UAV-233,HAPS-001,HAPS-001,HAPS-003,2981.567024,112.500000,7000.000000,NO,3094.067024,OK
1045,APP-RET,3.173848,6.846243,UAV-233,HAPS-003,HAPS-001,HAPS-003,3201.872245,112.500000,7000.000000,NO,3314.372245,OK
1046,APP-RET,1.213712,7.081224,UAV-020,HAPS-003,HAPS-001,HAPS-003,3205.351059,112.500000,7000.000000,NO,3317.851059,OK
1047,APP-RET,3.917290,7.377029,UAV-233,HAPS-001,HAPS-001,HAPS-003,3035.441459,112.500000,7000.000000,NO,3147.941459,OK
1048,APP-RET,3.342508,6.319672,UAV-031,HAPS-001,HAPS-001,HAPS-003,2417.818780,112.500000,7000.000000,NO,2530.318780,OK
1049,APP-RET,2.326558,7.516894,UAV-025,HAPS-001,HAPS-001,HAPS-003,2880.228498,112.500000,7000.000000,NO,2992.728498,OK
1050,APP-RET,2.426566,7.625994,UAV-025,HAPS-001,HAPS-001,HAPS-003,3173.261103,112.500000,7000.000000,NO,3285.761103,OK
1051,APP-RET,0.252559,7.014981,UAV-013,HAPS-003,HAPS-001,HAPS-003,723.424264,112.500000,7000.000000,NO,835.924264,OK
1052,APP-RET,4.307626,6.224431,UAV-031,HAPS-001,HAPS-001,HAPS-003,2534.314077,112.500000,7000.000000,NO,2646.814077,OK
1053,APP-RET,2.379055,7.606248,UAV-025,HAPS-003,HAPS-001,HAPS-003,3173.283777,112.500000,7000.000000,NO,3285.783777,OK
1054,APP-RET,0.074298,7.563480,UAV-013,HAPS-003,HAPS-001,HAPS-003,683.503183,112.500000,7000.000000,NO,796.003183,OK
1055,APP-RET,0.622014,7.601436,UAV-025,HAPS-001,HAPS-001,HAPS-003,2981.059553,112.500000,7000.000000,NO,3093.559553,OK
1056,APP-RET,3.379823,6.419225,UAV-031,HAPS-001,HAPS-001,HAPS-003,2573.348215,112.500000,7000.000000,NO,2685.848215,OK
1057,APP-RET,0.852833,7.414419,UAV-025,HAPS-001,HAPS-001,HAPS-003,2985.210291,112.500000,7000.000000,NO,3097.710291,OK
1058,APP-RET,2.504167,7.520117,UAV-025,HAPS-001,HAPS-001,HAPS-003,3128.900396,112.500000,7000.000000,NO,3241.400396,OK
1059,APP-RET,3.081346,7.106071,UAV-233,HAPS-001,HAPS-001,HAPS-003,3134.162671,112.500000,7000.000000,NO,3246.662671,OK
1060,APP-RET,2.085310,6.087113,UAV-020,HAPS-001,HAPS-001,HAPS-003,2989.644218,112.500000,7000.000000,NO,3102.144218,OK
1061,APP-RET,2.163538,7.438069,UAV-025,HAPS-001,HAPS-001,HAPS-003,3035.980803,112.500000,7000.000000,NO,3148.480803,OK
1062,APP-RET,3.480567,7.777271,UAV-233,HAPS-001,HAPS-001,HAPS-003,3143.429121,112.500000,7000.000000,NO,3255.929121,OK
1063,APP-RET,2.708843,7.377379,UAV-025,HAPS-001,HAPS-001,HAPS-003,3163.652146,112.500000,7000.000000,NO,3276.152146,OK
1064,APP-RET,4.126286,6.570603,UAV-233,HAPS-001,HAPS-001,HAPS-003,3439.433732,112.500000,7000.000000,NO,3551.933732,OK
1065,APP-RET,3.676432,6.878356,UAV-233,HAPS-003,HAPS-001,HAPS-003,3179.694813,112.500000,7000.000000,NO,3292.194813,OK
1066,APP-RET,3.934419,6.613270,UAV-233,HAPS-001,HAPS-001,HAPS-003,3094.735926,112.500000,7000.000000,NO,3207.235926,OK
1067,APP-RET,4.706599,7.626618,UAV-233,HAPS-001,HAPS-001,HAPS-003,3367.488242,112.500000,7000.000000,NO,3479.988242,OK
